player,team,matches,runs_scored,batting_avg,strike_rate,wickets_taken,bowling_avg,economy_rate,maidens,dot_balls,key_wickets,catches,run_outs,potm_wins,potm_rate,team_wins,win_rate,avg_last_5_runs,avg_last_5_wickets
AD Russell,Jamaica Tallawahs,537,9717,18.09,157.18,538,25.16,7.92,19,3896,269,181,23,49,0.09,259,0.48,19.8,0.6
JA Foo,Jamaica Tallawahs,10,111,11.1,135.37,0,16.0,16.0,0,0,0,6,0,0,0.0,5,0.5,9.0,0.0
O Thomas,Khulna Tigers,95,41,0.43,33.61,124,25.98,7.73,4,1062,77,8,0,5,0.05,35,0.37,0.0,0.8
KOK Williams,Jamaica Tallawahs,110,96,0.87,62.34,154,23.0,8.05,2,882,71,19,1,4,0.04,52,0.47,0.2,0.8
DJ Bravo,Trinbago Knight Riders,695,10566,15.2,87.38,920,24.68,6.11,198,10021,376,310,50,31,0.04,358,0.52,7.4,1.2
D Ramdin,Trinbago Knight Riders,293,6826,23.3,69.19,0,0.0,0.0,0,0,0,384,41,4,0.01,98,0.33,4.4,0.0
KK Cooper,Trinbago Knight Riders,115,577,5.02,135.13,178,17.4,7.44,2,859,85,41,6,4,0.03,64,0.56,2.0,1.4
NO Miller,Trinbago Knight Riders,84,341,4.06,69.59,65,37.46,5.48,13,1207,31,13,3,0,0.0,36,0.43,1.8,0.4
RR Beaton,Trinbago Knight Riders,46,57,1.24,55.88,43,32.98,7.91,2,393,17,14,0,0,0.0,28,0.61,2.0,1.8
A Phillip,Lancashire,28,164,5.86,57.95,34,35.65,5.83,8,676,19,6,1,0,0.0,14,0.5,2.2,1.0
DR Smith,Guyana Amazon Warriors,313,6995,22.35,114.95,110,34.42,6.05,24,1764,59,110,13,24,0.08,151,0.48,34.6,0.8
Sohail Tanvir,Guyana Amazon Warriors,298,1843,6.18,103.48,374,24.78,6.21,39,4165,199,55,7,18,0.06,160,0.54,3.4,1.4
JN Mohammed,Guyana Amazon Warriors,81,1481,18.28,82.6,8,52.5,5.02,2,235,5,22,0,2,0.02,32,0.4,29.6,0.0
CD Barnwell,Guyana Amazon Warriors,49,584,11.92,116.57,9,38.89,9.63,0,57,5,14,1,0,0.0,24,0.49,12.8,0.0
A Bramble,Guyana Amazon Warriors,12,78,6.5,79.59,0,0.0,0.0,0,0,0,8,0,0,0.0,6,0.5,7.8,0.0
RR Emrit,Guyana Amazon Warriors,110,419,3.81,103.2,127,24.12,7.6,4,832,64,24,0,5,0.05,50,0.45,12.2,1.0
SA Jacobs,Guyana Amazon Warriors,27,14,0.52,58.33,19,32.16,7.48,2,177,15,4,0,0,0.0,12,0.44,0.0,0.4
V Permaul,Guyana Amazon Warriors,84,266,3.17,61.29,89,34.21,4.77,50,2209,52,19,2,0,0.0,41,0.49,2.0,0.4
DM Bravo,West Indies,280,8938,31.92,61.61,0,3.0,3.0,0,4,0,116,5,9,0.03,114,0.41,40.2,0.0
SJ Benn,West Indies,126,721,5.72,64.84,176,38.29,3.82,224,6778,90,35,6,0,0.0,49,0.39,0.0,0.2
PG Wintz,Guyana Amazon Warriors,2,0,0.0,0.0,0,41.0,7.94,0,9,0,1,0,0,0.0,1,0.5,0.0,0.0
C Carter,Hong Kong,19,391,20.58,57.67,0,0.0,0.0,0,0,0,18,2,0,0.0,6,0.32,9.2,0.0
KD Shah,Hong Kong,61,1154,18.92,80.59,33,23.79,6.07,9,375,19,13,0,3,0.05,27,0.44,9.6,0.0
Babar Hayat,Hong Kong,128,3670,28.67,89.8,0,20.0,2.86,2,31,0,57,7,12,0.09,53,0.41,43.6,0.0
Nizakat Khan,Hong Kong,143,3332,23.3,103.25,24,21.83,5.38,5,284,10,76,2,3,0.02,62,0.43,12.4,0.0
Anshuman Rath,Hong Kong,91,2822,31.01,88.97,26,20.96,4.68,13,384,9,29,3,7,0.08,37,0.41,12.6,0.4
Nadeem Ahmed,Hong Kong,60,152,2.53,52.96,102,19.18,4.75,36,1435,45,20,2,1,0.02,25,0.42,0.2,2.0
Tanwir Afzal,Hong Kong,57,674,11.82,83.0,57,28.28,4.92,28,1183,53,10,1,0,0.0,24,0.42,14.6,0.6
Aizaz Khan,Hong Kong,128,1398,10.92,87.7,139,24.5,6.19,22,1505,68,24,8,3,0.02,59,0.46,8.8,1.0
Ehsan Khan,Hong Kong,115,592,5.15,76.09,197,16.84,5.28,28,1950,89,22,7,4,0.03,50,0.43,1.6,1.2
H Hiri,Papua New Guinea,54,804,14.89,67.62,6,21.17,6.0,0,53,5,9,2,0,0.0,19,0.35,21.2,0.0
Mosharraf Hossain,Dhaka Dynamites,43,80,1.86,50.96,50,18.96,6.29,1,355,28,3,3,3,0.07,23,0.53,0.4,1.6
Shafiul Islam,Chittagong Vikings,162,489,3.02,57.19,192,31.83,5.93,67,3185,106,24,4,3,0.02,64,0.4,0.2,1.4
Taskin Ahmed,Bangladesh,238,884,3.71,65.58,354,26.23,5.68,106,5312,187,30,7,7,0.03,88,0.37,3.2,0.6
BM Duckett,Northamptonshire,386,16577,42.95,90.49,2,50.0,4.0,0,85,2,254,13,10,0.03,155,0.4,61.4,0.0
JM Bairstow,Peshawar Zalmi,415,17755,42.78,82.39,0,0.0,0.0,0,0,0,495,26,35,0.08,213,0.51,11.6,0.0
JC Buttler,Mumbai Indians,578,19839,34.32,105.29,0,0.0,0.0,0,0,0,576,57,48,0.08,281,0.49,24.4,0.0
AU Rashid,England,468,3552,7.59,66.23,733,28.17,5.31,191,11807,325,103,11,16,0.03,255,0.54,13.8,0.8
Nasir Hossain,Bangladesh,176,3795,21.56,78.04,91,32.26,5.26,27,1707,60,76,6,3,0.02,69,0.39,17.4,0.4
AM Rahane,Rising Pune Supergiants,400,14626,36.56,72.68,1,5.0,5.0,0,2,0,253,18,23,0.06,212,0.53,27.4,0.0
RG Sharma,Mumbai Indians,726,25921,35.7,93.73,30,44.47,5.68,7,575,17,314,30,60,0.08,429,0.59,47.8,0.0
V Kohli,Royal Challengers Bangalore,768,35331,46.0,85.84,18,74.67,6.37,3,460,13,434,42,85,0.11,430,0.56,70.2,0.0
MS Dhoni,Rising Pune Supergiants,678,21822,32.19,86.33,1,104.0,4.52,1,75,1,674,148,39,0.06,359,0.53,27.6,0.0
MK Pandey,Kolkata Knight Riders,246,6126,24.9,117.02,0,0.0,0.0,0,0,0,123,19,6,0.02,137,0.56,20.4,0.0
KM Jadhav,Royal Challengers Bangalore,172,3327,19.34,113.55,28,35.89,5.14,1,514,17,57,8,6,0.03,83,0.48,17.0,0.0
HH Pandya,Mumbai Indians,355,7024,19.79,121.67,293,29.58,6.52,34,3545,146,152,9,17,0.05,235,0.66,2.2,0.2
A Mishra,Delhi Daredevils,256,1150,4.49,67.33,365,25.65,5.02,140,6066,170,31,13,17,0.07,134,0.52,0.2,0.8
UT Yadav,Kolkata Knight Riders,311,1020,3.28,70.83,502,29.77,5.09,276,10497,280,78,18,11,0.04,171,0.55,1.8,1.4
BJ Watling,Northern Districts,137,6465,47.19,46.47,0,1.0,0.5,1,11,0,364,11,2,0.01,51,0.37,95.6,0.0
AP Devcich,Northern Districts,109,3445,31.61,97.62,76,28.7,4.75,45,1558,43,33,1,2,0.02,52,0.48,56.8,1.6
LA Dawson,Hampshire,393,9671,24.61,67.56,562,27.29,3.89,554,15055,273,192,15,8,0.02,181,0.46,40.2,1.4
MS Crane,Hampshire,200,1189,5.95,45.11,314,33.53,4.98,165,7096,130,50,13,2,0.01,90,0.45,2.4,1.4
CJ Jordan,Royal Challengers Bangalore,475,4392,9.25,84.27,704,26.77,5.71,273,10348,306,275,23,13,0.03,240,0.51,0.0,1.6
JT Smuts,St Kitts and Nevis Patriots,153,3423,22.37,117.63,96,28.17,6.73,3,799,65,28,3,17,0.11,64,0.42,24.6,0.6
T Shamsi,St Kitts and Nevis Patriots,288,126,0.44,48.65,371,24.73,6.55,21,3306,195,31,6,23,0.08,153,0.53,1.0,0.8
DJ Malan,Peshawar Zalmi,448,17522,39.11,79.72,47,34.17,4.43,29,1200,14,194,5,29,0.06,202,0.45,27.6,0.0
LS Livingstone,Lancashire,394,10845,27.53,102.26,194,31.19,5.77,70,3056,89,191,6,23,0.06,187,0.47,36.6,0.0
TK Curran,Surrey,337,4173,12.38,92.1,512,27.76,5.18,319,9611,234,98,8,13,0.04,177,0.53,15.8,1.6
M Morkel,St Lucia Zouks,379,1718,4.53,57.65,801,25.39,4.03,732,20355,408,72,16,13,0.03,198,0.52,0.2,0.8
AN Cook,Essex,372,23034,61.92,52.23,1,20.0,4.0,0,21,0,333,7,17,0.05,177,0.48,87.6,0.0
KK Jennings,Durham,297,13001,43.77,59.35,52,37.58,4.91,31,1341,26,186,9,5,0.02,134,0.45,11.8,0.2
T Westley,Essex,308,13317,43.24,62.8,65,39.71,4.13,49,2116,25,128,0,7,0.02,154,0.5,23.6,0.0
TS Roland-Jones,Middlesex,187,3719,19.89,71.03,504,26.3,3.57,650,16040,237,51,8,2,0.01,67,0.36,11.6,2.4
JM Anderson,Lancashire,428,1799,4.2,42.31,1145,26.49,3.25,1985,41306,582,166,32,13,0.03,189,0.44,7.4,3.2
D Elgar,South Africa,202,10692,52.93,56.32,42,31.12,4.81,13,860,24,149,3,12,0.06,101,0.5,74.2,0.2
T Bavuma,South Africa,198,7807,39.43,66.72,1,93.0,3.96,0,89,0,98,13,9,0.05,98,0.49,37.6,0.0
KA Maharaj,South Africa,262,2250,8.59,71.63,460,27.5,3.96,450,12451,214,74,7,13,0.05,136,0.52,11.4,2.2
MD Stoneman,Durham,279,12510,44.84,65.95,2,151.0,5.54,0,149,2,91,4,2,0.01,113,0.41,19.6,0.2
KC Brathwaite,West Indies,124,6974,56.24,41.33,30,58.73,3.52,33,1824,10,57,5,6,0.05,33,0.27,66.4,1.4
KOA Powell,West Indies,97,3268,33.69,58.76,0,0.0,0.0,1,6,0,49,1,1,0.01,28,0.29,54.2,0.0
