venue,team,matches,wins,losses,win_rate,lose_rate
"Grace Road, Leicester",Worcestershire,11,5,5,0.45,0.45
"Grace Road, Leicester",Leicestershire,135,37,66,0.27,0.49
"Lord's, London",Gloucestershire,5,4,1,0.8,0.2
"County Ground, Taunton",Kent,3,1,2,0.33,0.67
"Edgbaston, Birmingham",Nottinghamshire,13,5,4,0.38,0.31
"Edgbaston, Birmingham",Warwickshire,108,42,30,0.39,0.28
"Aigburth, Liverpool",Lancashire,5,2,3,0.4,0.6
"Aigburth, Liverpool",Northamptonshire,1,1,0,1.0,0.0
"St Lawrence Ground, Canterbury",Sussex,10,4,5,0.4,0.5
"St Lawrence Ground, Canterbury",Middlesex,10,3,6,0.3,0.6
"Sophia Gardens, Cardiff",Glamorgan,116,41,45,0.35,0.39
"Sophia Gardens, Cardiff",Essex,11,3,7,0.27,0.64
"The Rose Bowl, Southampton",Gloucestershire,9,0,7,0.0,0.78
"The Rose Bowl, Southampton",Hampshire,136,68,34,0.5,0.25
"County Ground, Derby",Warwickshire,4,2,2,0.5,0.5
"County Ground, Derby",Derbyshire,113,33,46,0.29,0.41
"Kennington Oval, London",Hampshire,13,2,8,0.15,0.62
"Kennington Oval, London",Surrey,123,63,28,0.51,0.23
"County Ground, Derby",Worcestershire,11,6,2,0.55,0.18
"County Ground, Taunton",Nottinghamshire,6,1,4,0.17,0.67
"Lord's, London",Surrey,14,7,5,0.5,0.36
"Lord's, London",Nottinghamshire,7,3,1,0.43,0.14
"County Ground, Taunton",Essex,4,2,1,0.5,0.25
"The Rose Bowl, Southampton",Yorkshire,9,3,2,0.33,0.22
"Lord's, London",Somerset,10,7,0,0.7,0.0
"Old Trafford, Manchester",Hampshire,6,3,2,0.5,0.33
"Old Trafford, Manchester",Lancashire,109,52,22,0.48,0.2
"Edgbaston, Birmingham",Lancashire,11,4,4,0.36,0.36
"Headingley, Leeds",Surrey,4,2,1,0.5,0.25
"Headingley, Leeds",Yorkshire,102,45,28,0.44,0.27
"North Marine Road Ground, Scarborough",Somerset,3,2,1,0.67,0.33
"North Marine Road Ground, Scarborough",Yorkshire,32,16,13,0.5,0.41
"The Rose Bowl, Southampton",Surrey,13,6,4,0.46,0.31
"Old Trafford, Manchester",Surrey,8,1,3,0.12,0.38
"Sophia Gardens, Cardiff",Worcestershire,5,1,1,0.2,0.2
"County Ground, Hove",Durham,7,2,3,0.29,0.43
"County Ground, Hove",Sussex,134,50,56,0.37,0.42
"Trent Bridge, Nottingham",Leicestershire,8,2,5,0.25,0.62
"Kent County Cricket Ground, Beckenham",Kent,18,6,8,0.33,0.44
"Kent County Cricket Ground, Beckenham",Northamptonshire,2,1,0,0.5,0.0
"College Ground, Cheltenham",Gloucestershire,29,12,13,0.41,0.45
"College Ground, Cheltenham",Worcestershire,4,2,1,0.5,0.25
"County Ground, New Road, Worcester",Sussex,8,3,3,0.38,0.38
"County Ground, New Road, Worcester",Worcestershire,135,62,51,0.46,0.38
"Grace Road, Leicester",Northamptonshire,11,6,2,0.55,0.18
"Mission Road Ground, Mong Kok",Netherlands,3,2,0,0.67,0.0
"Grange Cricket Club Ground, Raeburn Place",Scotland,12,7,4,0.58,0.33
"Grange Cricket Club Ground, Raeburn Place",Namibia,2,1,1,0.5,0.5
W.A.C.A. Ground,England,3,0,3,0.0,1.0
W.A.C.A. Ground,Australia,7,6,1,0.86,0.14
Melbourne Cricket Ground,England,23,5,17,0.22,0.74
"Brisbane Cricket Ground, Woolloongabba",England,10,3,6,0.3,0.6
Colombo Cricket Club Ground,Bangladesh,3,3,0,1.0,0.0
Colombo Cricket Club Ground,Papua New Guinea,1,0,1,0.0,1.0
Nondescripts Cricket Club Ground,Sri Lanka,6,5,1,0.83,0.17
Nondescripts Cricket Club Ground,Ireland,1,0,1,0.0,1.0
Colombo Cricket Club Ground,India,3,3,0,1.0,0.0
Colombo Cricket Club Ground,Thailand,2,0,2,0.0,1.0
Colombo Cricket Club Ground,Scotland,2,0,2,0.0,1.0
Mercantile Cricket Association Ground,Papua New Guinea,1,0,1,0.0,1.0
Mercantile Cricket Association Ground,Scotland,2,1,1,0.5,0.5
Nondescripts Cricket Club Ground,Zimbabwe,1,0,1,0.0,1.0
P Sara Oval,India,8,8,0,1.0,0.0
P Sara Oval,Pakistan,4,1,3,0.25,0.75
Colombo Cricket Club Ground,Ireland,4,1,3,0.25,0.75
Colombo Cricket Club Ground,South Africa,1,1,0,1.0,0.0
P Sara Oval,South Africa,5,2,3,0.4,0.6
Sheikh Zayed Stadium,Ireland,14,10,4,0.71,0.29
Sheikh Zayed Stadium,Namibia,4,0,4,0.0,1.0
Sheikh Zayed Stadium,Netherlands,6,4,2,0.67,0.33
Sheikh Zayed Stadium,Scotland,4,2,2,0.5,0.5
Dubai International Cricket Stadium,Oman,8,3,5,0.38,0.62
Dubai International Cricket Stadium,Scotland,27,13,14,0.48,0.52
Senwes Park,South Africa,32,22,8,0.69,0.25
Senwes Park,Bangladesh,7,0,7,0.0,1.0
Dubai International Cricket Stadium,Lahore Qalandars,21,5,15,0.24,0.71
Dubai International Cricket Stadium,Peshawar Zalmi,22,12,10,0.55,0.45
Dubai International Cricket Stadium,Islamabad United,22,13,9,0.59,0.41
Dubai International Cricket Stadium,Karachi Kings,22,9,12,0.41,0.55
Providence Stadium,West Indies,20,11,9,0.55,0.45
Providence Stadium,Pakistan,11,4,7,0.36,0.64
"Windsor Park, Roseau",West Indies,11,2,8,0.18,0.73
"Windsor Park, Roseau",Pakistan,1,1,0,1.0,0.0
Canterbury Park,Vanuatu,1,1,0,1.0,0.0
Canterbury Park,Philippines,1,0,1,0.0,1.0
Strathfieldsaye,Japan,1,0,1,0.0,1.0
Strathfieldsaye,Vanuatu,1,1,0,1.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,10,3,6,0.3,0.6
Saurashtra Cricket Association Stadium,Kolkata Knight Riders,1,1,0,1.0,0.0
"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,30,19,10,0.63,0.33
"Rajiv Gandhi International Stadium, Uppal",Gujarat Lions,2,0,2,0.0,1.0
Maharashtra Cricket Association Stadium,Rising Pune Supergiant,7,5,2,0.71,0.29
Maharashtra Cricket Association Stadium,Delhi Daredevils,3,2,1,0.67,0.33
Eden Gardens,Kolkata Knight Riders,74,45,29,0.61,0.39
Eden Gardens,Kings XI Punjab,11,3,8,0.27,0.73
Feroz Shah Kotla,Delhi Daredevils,56,23,32,0.41,0.57
Feroz Shah Kotla,Kolkata Knight Riders,8,5,3,0.62,0.38
"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,6,4,2,0.67,0.33
Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,3,1,2,0.33,0.67
Saurashtra Cricket Association Stadium,Kings XI Punjab,2,2,0,1.0,0.0
Eden Gardens,Royal Challengers Bangalore,10,4,6,0.4,0.6
Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,4,2,2,0.5,0.5
Feroz Shah Kotla,Sunrisers Hyderabad,6,4,2,0.67,0.33
Eden Gardens,Rising Pune Supergiant,1,1,0,1.0,0.0
M Chinnaswamy Stadium,Royal Challengers Bangalore,61,28,30,0.46,0.49
M Chinnaswamy Stadium,Kings XI Punjab,10,5,5,0.5,0.5
"Rajiv Gandhi International Stadium, Uppal",Rising Pune Supergiant,2,1,1,0.5,0.5
"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,8,5,3,0.62,0.38
Eden Gardens,Mumbai Indians,13,10,3,0.77,0.23
Rangiri Dambulla International Stadium,Sri Lanka,56,28,25,0.5,0.45
Rangiri Dambulla International Stadium,Bangladesh,9,3,5,0.33,0.56
County Ground,India,13,9,4,0.69,0.31
Grace Road,Pakistan,6,0,6,0.0,1.0
Grace Road,South Africa,3,3,0,1.0,0.0
County Ground,Australia,18,9,9,0.5,0.5
Grace Road,England,6,3,3,0.5,0.5
County Ground,South Africa,9,2,7,0.22,0.78
County Ground,Sri Lanka,8,1,6,0.12,0.75
County Ground,New Zealand,11,5,6,0.45,0.55
County Ground,Pakistan,7,1,6,0.14,0.86
Allan Border Field,England,1,0,1,0.0,1.0
Allan Border Field,Australia,11,10,1,0.91,0.09
Manuka Oval,England,6,4,1,0.67,0.17
Manuka Oval,Australia,16,11,4,0.69,0.25
Sheikh Zayed Stadium,United Arab Emirates,25,17,8,0.68,0.32
Sheikh Zayed Stadium,Papua New Guinea,8,3,5,0.38,0.62
Gymkhana Club,Bahrain,1,1,0,1.0,0.0
Gymkhana Club,Qatar,2,1,1,0.5,0.5
Royal Chiangmai Golf Club,Thailand,10,8,2,0.8,0.2
Royal Chiangmai Golf Club,Saudi Arabia,2,2,0,1.0,0.0
Senwes Park,Zimbabwe,5,1,4,0.2,0.8
North-West University No1 Ground,South Africa,3,2,1,0.67,0.33
North-West University No1 Ground,Zimbabwe,3,1,2,0.33,0.67
North-West University No1 Ground,Ireland,3,0,3,0.0,1.0
Senwes Park,India,5,3,2,0.6,0.4
"Woodvale Road, Eglinton",North-West Warriors,7,2,4,0.29,0.57
"Woodvale Road, Eglinton",Munster Reds,2,0,2,0.0,1.0
"Mardyke, Cork",Munster Reds,16,4,11,0.25,0.69
"Mardyke, Cork",Leinster Lightning,9,4,4,0.44,0.44
Sano International Cricket Ground,Japan,23,16,6,0.7,0.26
Sano International Cricket Ground,Samoa,5,4,1,0.8,0.2
Sano International Cricket Ground,Papua New Guinea,4,4,0,1.0,0.0
Entebbe Cricket Oval,Canada,1,0,1,0.0,1.0
Entebbe Cricket Oval,Malaysia,1,1,0,1.0,0.0
"Haslegrave Ground, Loughborough",Yorkshire Diamonds,3,1,2,0.33,0.67
"Haslegrave Ground, Loughborough",Loughborough Lightning,12,8,4,0.67,0.33
"Kennington Oval, London",Surrey Stars,6,4,2,0.67,0.33
"Kennington Oval, London",Western Storm,3,0,3,0.0,1.0
Central Broward Regional Park Stadium Turf Ground,St Kitts and Nevis Patriots,4,3,1,0.75,0.25
Central Broward Regional Park Stadium Turf Ground,Guyana Amazon Warriors,5,3,2,0.6,0.4
Providence Stadium,Guyana Amazon Warriors,25,17,8,0.68,0.32
Providence Stadium,Trinbago Knight Riders,6,3,3,0.5,0.5
"Sabina Park, Kingston",St Lucia Stars,2,0,2,0.0,1.0
"Sabina Park, Kingston",Jamaica Tallawahs,25,16,9,0.64,0.36
"Sabina Park, Kingston",Trinbago Knight Riders,3,2,1,0.67,0.33
"Brian Lara Stadium, Tarouba",St Kitts and Nevis Patriots,9,1,7,0.11,0.78
"Brian Lara Stadium, Tarouba",Trinbago Knight Riders,15,13,2,0.87,0.13
"Queen's Park Oval, Port of Spain",West Indies,27,10,12,0.37,0.44
"Queen's Park Oval, Port of Spain",India,14,8,4,0.57,0.29
Sportpark Duivesteijn,France,1,0,1,0.0,1.0
Sportpark Duivesteijn,Germany,1,1,0,1.0,0.0
Sportpark Duivesteijn,Norway,1,1,0,1.0,0.0
Sportpark Duivesteijn,Belgium,1,0,1,0.0,1.0
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,28,12,13,0.43,0.46
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Zimbabwe,5,2,3,0.4,0.6
Pallekele International Cricket Stadium,India,13,11,0,0.85,0.0
Pallekele International Cricket Stadium,Sri Lanka,66,29,29,0.44,0.44
"R.Premadasa Stadium, Khettarama",Sri Lanka,16,8,8,0.5,0.5
"R.Premadasa Stadium, Khettarama",India,8,7,1,0.88,0.12
Sydney Cricket Ground,Perth Scorchers,14,4,9,0.29,0.64
Docklands Stadium,Brisbane Heat,10,3,7,0.3,0.7
W.A.C.A. Ground,Sydney Sixers,3,2,1,0.67,0.33
Melbourne Cricket Ground,Melbourne Stars,74,39,34,0.53,0.46
Melbourne Cricket Ground,Brisbane Heat,9,6,3,0.67,0.33
Adelaide Oval,Adelaide Strikers,94,51,42,0.54,0.45
Adelaide Oval,Hobart Hurricanes,13,4,9,0.31,0.69
Docklands Stadium,Adelaide Strikers,5,4,1,0.8,0.2
"Brisbane Cricket Ground, Woolloongabba",Melbourne Renegades,5,5,0,1.0,0.0
Adelaide Oval,Melbourne Renegades,13,5,8,0.38,0.62
New Williamfield No1 Oval,Netherlands,3,2,1,0.67,0.33
New Williamfield No1 Oval,United States of America,1,0,1,0.0,1.0
Gaddafi Stadium,Pakistan,33,17,13,0.52,0.39
Gaddafi Stadium,ICC World XI,3,1,2,0.33,0.67
Willowmoore Park A Field,Italy,2,2,0,1.0,0.0
Willowmoore Park A Field,Guernsey,1,0,1,0.0,1.0
Willowmoore Park B Field,Vanuatu,2,1,1,0.5,0.5
Willowmoore Park B Field,Jersey,2,2,0,1.0,0.0
Willowmoore Park A Field,Cayman Islands,2,0,2,0.0,1.0
Willowmoore Park C Field,Germany,1,0,1,0.0,1.0
Willowmoore Park C Field,Vanuatu,1,1,0,1.0,0.0
Gliderol Stadium,Adelaide Strikers,3,2,1,0.67,0.33
Gliderol Stadium,Melbourne Renegades,2,1,1,0.5,0.5
Camberwell Sports Ground,Melbourne Renegades,5,3,2,0.6,0.4
Camberwell Sports Ground,Brisbane Heat,1,0,1,0.0,1.0
Harrup Park,Melbourne Stars,2,1,1,0.5,0.5
Harrup Park,Brisbane Heat,6,3,3,0.5,0.5
Traeger Park,Perth Scorchers,5,2,3,0.4,0.6
Traeger Park,Adelaide Strikers,5,3,2,0.6,0.4
Adelaide Oval,Perth Scorchers,19,8,11,0.42,0.58
Adelaide Oval,Sydney Sixers,20,12,8,0.6,0.4
Eden Park Outer Oval,Auckland,30,15,14,0.5,0.47
Eden Park Outer Oval,Central Districts,9,4,5,0.44,0.56
Saxton Oval,Central Districts,1,1,0,1.0,0.0
Hagley Oval,Auckland,5,3,1,0.6,0.2
Eden Park Outer Oval,Canterbury,6,3,2,0.5,0.33
Pukekura Park,Central Districts,12,4,8,0.33,0.67
Pukekura Park,Wellington,3,2,1,0.67,0.33
Adelaide Oval,South Australia,21,5,11,0.24,0.52
Adelaide Oval,New South Wales,5,3,1,0.6,0.2
"Allan Border Field, Brisbane",Queensland,9,4,3,0.44,0.33
"Allan Border Field, Brisbane",New South Wales,3,2,1,0.67,0.33
Wanderers Cricket Ground,Namibia,23,8,15,0.35,0.65
Wanderers Cricket Ground,Zimbabwe,3,3,0,1.0,0.0
Headingley,Pakistan,6,1,5,0.17,0.83
Sophia Gardens,Australia,8,0,7,0.0,0.88
Old Trafford,Australia,14,6,6,0.43,0.43
Sophia Gardens,India,5,3,2,0.6,0.4
Headingley,India,4,2,2,0.5,0.5
Lord's,India,12,3,7,0.25,0.58
Lord's,England,59,23,23,0.39,0.39
Wankhede Stadium,New Zealand,4,2,2,0.5,0.5
Cello Basin Reserve,Wellington Firebirds,19,10,3,0.53,0.16
Cello Basin Reserve,Canterbury,4,1,3,0.25,0.75
Molyneux Park,Otago Volts,4,1,2,0.25,0.5
Molyneux Park,Northern Districts,3,2,1,0.67,0.33
McLean Park,Central Stags,8,6,1,0.75,0.12
McLean Park,Otago Volts,3,0,3,0.0,1.0
Mainpower Oval,Canterbury,12,8,2,0.67,0.17
Mainpower Oval,Auckland Aces,3,0,2,0.0,0.67
Cello Basin Reserve,Northern Districts,5,1,1,0.2,0.2
Dubai International Cricket Stadium,Sri Lanka,17,9,8,0.53,0.47
Dubai International Cricket Stadium,Pakistan,69,30,34,0.43,0.49
Sheikh Zayed Stadium,Sri Lanka,11,2,7,0.18,0.64
Sheikh Zayed Stadium,Pakistan,54,26,24,0.48,0.44
Sharjah Cricket Stadium,Sri Lanka,18,3,14,0.17,0.78
Gaddafi Stadium,Sri Lanka,9,7,1,0.78,0.11
Affies Park,Zimbabwe,1,0,1,0.0,1.0
Affies Park,Uganda,3,2,1,0.67,0.33
Asian Institute of Technology Ground,China,7,2,5,0.29,0.71
Asian Institute of Technology Ground,Malaysia,4,2,2,0.5,0.5
Terdthai Cricket Ground,United Arab Emirates,7,4,3,0.57,0.43
Terdthai Cricket Ground,Thailand,13,7,5,0.54,0.38
Sylhet International Cricket Stadium,Rajshahi Kings,4,1,3,0.25,0.75
Sylhet International Cricket Stadium,Rangpur Riders,14,11,3,0.79,0.21
"Shere Bangla National Stadium, Mirpur",Sylhet Sixers,10,3,7,0.3,0.7
"Zahur Ahmed Chowdhury Stadium, Chittagong",Khulna Titans,6,4,2,0.67,0.33
"Zahur Ahmed Chowdhury Stadium, Chittagong",Rajshahi Kings,6,3,3,0.5,0.5
Newlands,India,8,4,3,0.5,0.38
Newlands,South Africa,58,37,16,0.64,0.28
"St George's Park, Port Elizabeth",South Africa,2,2,0,1.0,0.0
"St George's Park, Port Elizabeth",Zimbabwe,1,0,1,0.0,1.0
"Punjab Cricket Association IS Bindra Stadium, Mohali",India,8,6,2,0.75,0.25
"Punjab Cricket Association IS Bindra Stadium, Mohali",Sri Lanka,3,1,2,0.33,0.67
Barabati Stadium,India,8,7,1,0.88,0.12
Barabati Stadium,Sri Lanka,3,0,3,0.0,1.0
Wankhede Stadium,Sri Lanka,3,1,2,0.33,0.67
Sharjah Cricket Stadium,New Zealand,14,10,4,0.71,0.29
The Wanderers Stadium,India,5,3,2,0.6,0.4
The Wanderers Stadium,South Africa,21,12,9,0.57,0.43
SuperSport Park,South Africa,56,39,14,0.7,0.25
SuperSport Park,India,11,2,6,0.18,0.55
Asian Institute of Technology Ground,Nepal,6,4,2,0.67,0.33
Sheikh Zayed Stadium,Nepal,6,2,4,0.33,0.67
"Boland Park, Paarl",Cape Cobras,14,11,3,0.79,0.21
"Boland Park, Paarl",Lions,3,1,2,0.33,0.67
"New Wanderers Stadium, Johannesburg",Lions,23,14,7,0.61,0.3
"New Wanderers Stadium, Johannesburg",Knights,4,3,0,0.75,0.0
"SuperSport Park, Centurion",Dolphins,7,3,4,0.43,0.57
"SuperSport Park, Centurion",Titans,30,17,11,0.57,0.37
The Cooper Associates County Ground,New Zealand,2,1,1,0.5,0.5
